,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
4070,Fazenda Letícia Airport,small_airport,-18.784733,-54.820279,1234.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3684968.7660876606 7885424.674551109)
4071,Fazenda Rancho Alegre Airstrip,small_airport,-18.794444,-55.246389,535.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3637563.1203256287 7884290.340538641)
4072,Fazenda Estância Nova Airstrip,small_airport,-18.601667,-55.188056,581.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3644052.79091359 7906796.127848611)
4073,Fazenda Giruá Airport,small_airport,-18.803423,-54.851448,1394.0,Mato Grosso do Sul,Rio Verde Do Mato Grosso,POINT (3681501.148400311 7883241.451934194)
4074,Fazenda Cruzeiro Airport,small_airport,-18.981943,-55.291829,508.0,Mato Grosso do Sul,Rio Verde Do Mato Grosso,POINT (3632507.823469355 7862375.704410417)
4075,Naturafrig Airport,small_airport,-19.96223,-54.84555,1089.0,Mato Grosso do Sul,Rochedo,POINT (3682157.313472016 7747387.59442783)
4076,Fazenda Providência Airport,small_airport,-10.114436,-61.391242,640.0,Mato Grosso,Rodolândia,POINT (2953935.1261979155 8876351.450089928)
4077,Vale da Providência Airport,small_airport,-10.559263,-61.433012,699.0,Mato Grosso,Rodolândia,POINT (2949288.1246643206 8826372.898605164)
4078,Fazenda Romaria Airport,small_airport,-18.8705997467,-47.5593986511,3297.0,Minas Gerais,Romaria,POINT (4492757.1816152325 7875392.350683961)
4079,Fazenda Sorte Grande Airport,closed,-24.61,-52.36,2339.0,Paraná,Roncador,POINT (3958680.048971814 7191570.882131241)
4080,Fazenda São Luís Airstrip,small_airport,-24.555267,-52.38221,2280.0,Paraná,Roncador,POINT (3956209.1391307525 7198229.851655072)
4081,Rondolândia Airport,small_airport,-10.861378,-61.495263,,Mato Grosso,Rondolândia,POINT (2942362.5682250615 8792387.14807579)
4082,Fazenda Estrela Dalva Airport,small_airport,-4.2508330345154,-48.768054962158,446.0,Pará,Rondon Do Pará,POINT (4358291.590734802 9529814.324716456)
4083,Fazenda Primavera I Airport,small_airport,-4.800556,-48.393333,1050.0,Pará,Rondon Do Pará,POINT (4399980.207752276 9468873.103988849)
4084,Fazenda Boa Esperança I Airport,small_airport,-4.131535,-48.686382,285.0,Pará,Rondon do Pará,POINT (4367377.881862441 9543033.461793127)
4085,Fazenda Bom Gosto Airport,small_airport,-4.871802,-48.957443,518.0,Pará,Rondon do Pará,POINT (4337221.767840469 9460971.389423804)
4086,Fazenda São Vicente Airport,small_airport,-4.630278,-48.087222,705.0,Pará,Rondon do Pará,POINT (4434035.708984027 9487754.844914926)
4087,Aero Agroterra Airport,small_airport,-4.712778,-48.039167,1024.0,Pará,Rondon do Pará,POINT (4439381.930164225 9478607.192778459)
4088,Agroer Aviação Agrícola Airport,closed,-16.483887,-54.667221,827.0,Mato Grosso,Rondonópolis,POINT (3701996.794833865 8152407.888329873)
4089,Aeroporto Agroer Aviação,small_airport,-16.442424,-54.701269,1047.0,Mato Grosso,Rondonópolis,POINT (3698208.882259868 8157188.3070533695)
4090,Fazenda Santa Mônica Airport,small_airport,-16.933332443237305,-54.90694427490234,1047.0,Mato Grosso,Rondonópolis,POINT (3675327.0695260004 8100522.570775451)
4091,Agropastoril bom Pastor Airport,small_airport,-16.465555,-54.711945,1034.0,Mato Grosso,Rondonópolis,POINT (3697021.15450376 8154521.578324756)
4092,Fazenda Verde Airport,small_airport,-16.589892,-54.859883,1834.0,Mato Grosso,Rondonópolis,POINT (3680562.7366709383 8140181.470852779)
4093,Fazenda Brasília Airport,small_airport,-16.608919,-54.913112,1781.0,Mato Grosso,Rondonópolis,POINT (3674640.8969622552 8137986.211529335)
4094,Itapara Sport Fishing Airport,small_airport,0.2097219973802566,-61.54999923706055,262.0,Roraima,Rorainópolis,POINT (2936273.045180686 10023175.878276758)
4095,Santa Maria do Boiaçu Airport,small_airport,-0.516359,-61.786672,157.0,Roraima,Rorainópolis,POINT (2909942.695830919 9942937.743467689)
4096,Fazenda Sossego Airport,small_airport,-22.354727,-52.674356,1191.0,São Paulo,Rosana,POINT (3923707.2739156797 7463612.485787086)
4097,Usina Porto Primavera Airport,closed,-22.5256004333,-52.9721984863,1067.0,São Paulo,Rosana,POINT (3890571.6624575574 7443162.788092703)
4098,Rosário do Leste Airport,small_airport,-14.816944,-56.417221,699.0,Mato Grosso,Rosário do Leste,POINT (3507305.564673681 8343810.924778532)
4099,Dário Brasil Capoano de Oliveira Airport,small_airport,-30.277493,-54.923916,335.0,Rio Grande do Sul,Rosário do Sul,POINT (3673438.9289333117 6484399.386211602)
4100,Fazenda Brasa Airstrip,small_airport,-30.345,-55.003056,436.0,Rio Grande do Sul,Rosário do Sul,POINT (3664634.4352448103 6475743.305666851)
4101,Fazenda São José Airport,small_airport,-14.55638885498,-55.819999694824,735.0,Mato Grosso,Rosário Oeste,POINT (3573747.7078637304 8373589.576224344)
4102,Fazenda Panflora Airport,small_airport,-15.084167,-56.552222,757.0,Mato Grosso,Rosário Oeste,POINT (3492286.4156663353 8313232.5048221545)
4103,Fazenda Serra Azul Airport,small_airport,-14.62657,-55.649945,1065.0,Mato Grosso,Rosário Oeste,POINT (3592666.655137901 8365572.156936688)
4104,SESC Serra Azul Airport,small_airport,-14.476571,-55.712029,856.0,Mato Grosso,Rosário Oeste,POINT (3585759.677804607 8382704.746046438)
4105,Fazenda Água Fina Airport,small_airport,-14.504167,-55.492778,1214.0,Mato Grosso,Rosário Oeste,POINT (3610151.818892522 8379553.669361205)
4106,Fazenda Santa Clara Airport,small_airport,-21.305062,-50.757018,1529.0,São Paulo,Rubiácea,POINT (4137015.2132601757 7588686.667617114)
4107,Rurópolis Airport,small_airport,-4.0855560302734,-54.910831451416,325.0,Pará,Rurópolis,POINT (3674894.61285326 9548127.743195642)
4108,Fazenda Prata Airport,small_airport,-4.160526,-55.381793,404.0,Pará,Rurópolis,POINT (3622499.1367092803 9539821.224200636)
4109,Vicente José Airport,small_airport,-4.840662,-38.155063,115.0,Ceará,Russas,POINT (5539009.568330625 9464425.152120266)
4110,Aníbal Airport,small_airport,-4.847581,-37.942214,141.0,Ceará,Russas,POINT (5562689.473272548 9463657.774165269)
4111,Ruy Barbosa Airport,small_airport,-12.271628,-40.530149,1325.0,Bahia,Ruy Barbosa,POINT (5274776.1882870635 8633266.5427035)
4112,Sacramento Airport,small_airport,-19.89310073852539,-47.42219924926758,3288.0,Minas Gerais,Sacramento,POINT (4508020.907512372 7755519.757300328)
4113,Salgueiro Airport,small_airport,-8.047160148620605,-39.13639831542969,1539.0,Pernambuco,Salgueiro,POINT (5429833.922753117 9107752.158981616)
4114,Fazenda Tamara Airport,small_airport,-21.59237,-50.833044,1306.0,São Paulo,Salmourão,POINT (4128557.158709228 7554543.984099708)
4115,Nacional de Grafite III Airport,small_airport,-16.18111038208,-39.931945800781,984.0,Minas Gerais,Salto Da Divisa,POINT (5341327.569282324 8187292.43685283)
4116,Fazenda Caruan Airport,small_airport,-14.940775,-58.088695,1775.0,Mato Grosso,Salto do Céu,POINT (3321350.519393244 8329645.693540864)
4117,Fazenda Januarinho Airport,small_airport,-15.050277709961,-57.500556945801,755.0,Mato Grosso,Salto Do Céu,POINT (3386782.1315509696 8317112.60815158)
4118,Fazenda Rio Preto Airport,small_airport,-15.054098,-57.968368,676.0,Mato Grosso,Salto do Céu,POINT (3334737.1546226637 8316675.241058962)
4119,Jorge de Barros Carvalho Airport,small_airport,-22.8875,-49.891389,1562.0,São Paulo,Salto Grande,POINT (4233318.284615793 7399766.741202697)
4120,Povoado Airport,small_airport,-0.7687,-48.5278,27.0,Pará,Salvaterra,POINT (4385020.467383162 9915050.404001288)
4121,Fazenda Serra Vermelha Airport,small_airport,-6.874737,-45.306809,1657.0,Maranhão,Sambaíba,POINT (4743362.581740238 9238436.979804166)
4122,Fazenda Alice Airport,small_airport,-7.62694,-45.693068,1240.0,Maranhão,Sambaíba,POINT (4700390.444671414 9154633.347758766)
4123,Sanclerlândia Airport,small_airport,-16.208928,-50.336632,,Goiás,Sanclerlândia,POINT (4183784.0518213864 8184089.691905403)
4124,Fazenda Campo Formoso Airport,small_airport,-12.560166,-49.866018,1083.0,Tocantins,Sandolândia,POINT (4236140.86244459 8600607.245898992)
4125,Fazenda Água Fria Airport,small_airport,-12.402723,-50.063592,738.0,Tocantins,Sandolândia,POINT (4214160.333811636 8618432.588762278)
4126,Fazenda Lago Grande Airport,small_airport,-12.101389,-49.951111,600.0,Tocantins,Sandolândia,POINT (4226674.084817149 8652518.662156582)
4127,Fazenda Varjadão Airport,small_airport,-12.341389,-49.621111,794.0,Tocantins,Sandolândia,POINT (4263387.288218784 8625373.726388555)
4128,Fazenda Vista Bonita Airport,small_airport,-22.503332138061523,-51.81277847290039,1348.0,São Paulo,Sandovalina,POINT (4019559.610275333 7445829.246384482)
4129,Fazenda Santa Irene Airport,small_airport,-22.496183,-51.905572,1116.0,São Paulo,Sandovalina,POINT (4009236.1325942324 7446685.208965619)
4130,Fazenda Conquista Airstrip,small_airport,-11.994913,-54.680842,1257.0,Mato Grosso,Santa Carmem,POINT (3700481.42955043 8664553.578195758)
4131,Fazenda São José Airport,small_airport,-12.08991,-54.940149,1214.0,Mato Grosso,Santa Carmem,POINT (3671632.9730823464 8653816.359186374)
4132,Fazenda União Airport,small_airport,-11.948888778687,-54.515556335449,1180.0,Mato Grosso,Santa Carmen,POINT (3718869.812041446 8669754.175169198)
4133,Fazenda Riacho Verde Airstrip,small_airport,-4.886897,-39.390892,984.0,Ceará,Santa Catarina,POINT (5401520.957886265 9459297.13243365)
4134,Guararapes Airport,small_airport,-26.991943359375,-50.383056640625,3609.0,Santa Catarina,Santa Cecília,POINT (4178619.2115968005 6898800.356884388)
4135,Fazenda Bela Manhã Airport,small_airport,-20.018600463867,-50.899200439453,1198.0,São Paulo,Santa Clara D`Oeste,POINT (4121197.1138063017 7740753.6699146405)
4136,Santa Cruz Airport,small_airport,-6.276513,-36.034278,,Rio Grande do Norte,Santa Cruz,POINT (5774951.420076491 9304989.063522823)
4137,Usina Santa Cruz Airport,small_airport,-16.183056,-39.358055,410.0,Bahia,Santa Cruz Cabrália,POINT (5405174.14412899 8187068.445551894)
4138,Ponta Mogiquiçaba Airport,small_airport,-16.1585,-38.96344,13.0,Bahia,Santa Cruz Cabrália,POINT (5449075.904008796 8189895.316993322)
4139,Santa Cruz do Arari Airport,small_airport,-0.66631,-49.176804,16.0,Pará,Santa Cruz do Arari,POINT (4312817.389018088 9926366.154023858)
4140,Guacho Airport,small_airport,-22.818111,-49.380855,2001.0,São Paulo,Santa Cruz do Rio Pardo,POINT (4290116.280329279 7408096.312303457)
4141,Fazenda Ponte Preta Airport,small_airport,-22.73013,-49.478916,1689.0,São Paulo,Santa Cruz do Rio Pardo,POINT (4279206.785060286 7418651.529937633)
4142,Fazenda Rio Xingú Airport,small_airport,-10.136081,-52.558165,1106.0,Mato Grosso,Santa Cruz do Xingu,POINT (3936633.770329132 8873921.173447179)
4143,Fazenda Filipina Airstrip,small_airport,-10.236829,-52.427014,1119.0,Mato Grosso,Santa Cruz do Xingu,POINT (3951224.5986301256 8862607.105439477)
4144,Fazenda VR Airport,small_airport,-10.113056182861328,-52.505001068115234,1191.0,Mato Grosso,Santa Cruz Do Xingu,POINT (3942548.3710713023 8876506.368802223)
4145,Fazenda Altair Airport,small_airport,-21.467199,-48.367199,2034.0,São Paulo,Santa Ernestina,POINT (4402887.670957423 7569427.238162277)
4146,Fazenda Araçatuba Airport,small_airport,-6.9769439697266,-49.199443817139,541.0,Tocantins,Santa Fé,POINT (4310298.661104148 9227058.22545008)
4147,Serra da Pintura Airport,small_airport,-15.567429,-51.210555,1230.0,Goiás,Santa Fé de Goiás,POINT (4086558.255286942 8257833.2422236195)
4148,Fazenda Santa Lavinia Airstrip,small_airport,-15.549428,-51.103377,984.0,Goiás,Santa Fé de Goiás,POINT (4098482.0362390033 8259899.143798236)
4149,Fazenda Novo Horizonte Airport,small_airport,-7.096976,-48.760541,607.0,Tocantins,Santa Fé do Araguaia,POINT (4359127.535041041 9213691.781379925)
4150,Fazenda Nazaré Airport,small_airport,-9.335862,-45.57298,2034.0,Piauí,Santa Filomena,POINT (4713750.490641399 8963661.456943356)
4151,Fazenda Fortaleza Airport,small_airport,-8.870885,-45.561229,1673.0,Piauí,Santa Filomena,POINT (4715057.8144388925 9015709.17073099)
4152,Fazenda Parnaguá Airstrip,small_airport,-9.105337,-45.618233,1900.0,Piauí,Santa Filomena,POINT (4708715.997933721 8989474.097933698)
4153,Santa Filomena Airport,small_airport,-9.136451,-45.886406,1148.0,Piauí,Santa Filomena,POINT (4678881.180067579 8985991.155076515)
4154,Fazenda Serra do Ovo Airport,small_airport,-8.699167,-45.717222,1647.0,Piauí,Santa Filomena,POINT (4697703.260686677 9034913.545388198)
4155,Santa Helena de Goiás Airport,small_airport,-17.827238,-50.588033,1591.0,Goiás,Santa Helena de Goiás,POINT (4155815.1547051 7996950.389125368)
4156,Santa Helena de Goiás - Paulo Lopes Regional Airport,small_airport,-17.784334,-50.592395,2159.0,Goiás,Santa Helena de Goiás,POINT (4155329.8729074094 8001933.253721271)
4157,João Silva Airport,small_airport,-3.65428,-45.3452,82.0,Maranhão,Santa Inês,POINT (4739091.50115905 9595897.41229599)
4158,Fazenda Santa Lúcia Airport,small_airport,-3.655,-45.451111,272.0,Maranhão,Santa Inês,POINT (4727308.676657624 9595817.68268863)
4159,Fazenda Santa Adélia Airport,small_airport,-15.193743,-49.37641,2251.0,Goiás,Santa Isabel,POINT (4290610.7960538855 8300682.47076667)
4160,Chácara Messias Heliport,heliport,-23.278754,-46.253759,2270.0,São Paulo,Santa Isabel,POINT (4638012.375797274 7352718.842223253)
4161,Fazenda Gurucaia Airport,small_airport,-23.19333267211914,-53.32833480834961,886.0,Paraná,Santa Isabel Do Ivaí,POINT (3850950.737517807 7363002.511244391)
4162,Haras Fazenda Reunidas Sobral Airport,small_airport,-1.284956,-48.214081,115.0,Pará,Santa Isabel do Pará,POINT (4419922.374831518 9857990.831164425)
4163,Fazenda Reunidas Sococo Airport,small_airport,-1.224084,-48.041476,161.0,Pará,Santa Isabel do Pará,POINT (4439125.048992545 9864719.270330183)
4164,Dal Molin Airport,small_airport,-25.788383,-53.500649,1562.0,Paraná,Santa Izabel do Oeste,POINT (3831780.416405537 7047476.270318747)
4165,Águas Claras Aviação Agrícola Airport,small_airport,-19.322112,-47.555554,3117.0,Minas Gerais,Santa Juliana,POINT (4493184.907245058 7822553.230374221)
4166,Fazenda Agro-Maratá Airport,small_airport,-4.322222232818604,-46.22833251953125,1001.0,Maranhão,Santa Luzia,POINT (4640841.125946477 9521902.866330232)
4167,Boa Esperança Airport,small_airport,-3.911944,-45.786175,243.0,Maranhão,Santa Luzia,POINT (4690032.092461972 9567360.604740107)
4168,Fazenda Paraiso Airstrip,small_airport,-1.517778,-46.948611,253.0,Pará,Santa Luzia do Pará,POINT (4560708.609706265 9832254.466302745)
4169,Fazenda Três Perobas Airport,small_airport,-12.081667,-61.639999,1119.0,Rondônia,Santa Luzia D`Oeste,POINT (2926260.3797173677 8654748.192725653)
4170,Fazenda Kajussol Airport,small_airport,-11.9647216796875,-61.686668395996094,636.0,Rondônia,Santa Luzia D`Oeste,POINT (2921068.3099360475 8667965.206739163)
4171,Santa Maria da Boa Vista Airport,small_airport,-8.7819442749023,-39.872222900391,1253.0,Pernambuco,Santa Maria Da Boa Vista,POINT (5347971.8692512745 9025657.13283192)
4172,Santa Maria da Vitória Airport,small_airport,-13.40060043334961,-44.21720123291016,1850.0,Bahia,Santa Maria Da Vitória,POINT (4864583.768349844 8505264.445425592)
4173,Fazenda Araguaia Airport,small_airport,-8.7425003051758,-50.207500457764,797.0,Pará,Santa Maria Das Barreiras,POINT (4198150.211141621 9030068.140125886)
4174,Fazenda Santa Marina Airport,small_airport,-8.86894,-50.481324,1007.0,Pará,Santa Maria Das Barreiras,POINT (4167686.7584074796 9015926.743737016)
4175,Fazenda Santa Marta Airport,small_airport,-8.7225,-50.455,807.0,Pará,Santa Maria Das Barreiras,POINT (4170615.3595176153 9032304.58736237)
4176,Fazenda Santa Lucia Airport,small_airport,-8.922531,-50.348346,712.0,Pará,Santa Maria das Barreiras,POINT (4182480.8443527604 9009931.480243307)
4177,Fazenda Terra Roxa Airstrip,small_airport,-8.71659,-50.406398,722.0,Pará,Santa Maria das Barreiras,POINT (4176022.435613754 9032965.424198914)
4178,Fazenda Arpa Airport,small_airport,-8.948639,-50.513596,807.0,Pará,Santa Maria das Barreiras,POINT (4164096.4296190627 9007010.436842851)
4179,Fazenda Planura Airstrip,small_airport,-8.9575,-50.104167,673.0,Pará,Santa Maria das Barreiras,POINT (4209646.278575209 9006018.992657594)
4180,Fazenda Santa Maria Airport,small_airport,-8.571615,-50.305273,741.0,Pará,Santa Maria das Barreiras,POINT (4187272.807413726 9049172.75667083)
4181,Fazenda Tarumã Airport,small_airport,-8.649806,-50.874767,873.0,Pará,Santa Maria das Barreiras,POINT (4123915.3860258153 9040432.258247696)
4182,Santa Marta I Airport,small_airport,-8.541299,-50.652199,909.0,Pará,Santa Maria das Barreiras,POINT (4148676.550433981 9052561.107836496)
4183,Fazenda Fortaleza do Inajá,small_airport,-8.528517,-50.584075,807.0,Pará,Santa Maria das Barreiras,POINT (4156255.4906416573 9053989.641432855)
4184,Santa Maria do Suaçuí Airport,small_airport,-18.198610305786133,-42.46611022949219,1575.0,Minas Gerais,Santa Maria Do Suaçuí,POINT (5059396.374965774 7953768.136322996)
4185,Guaiacuruzinho Airport,small_airport,-23.029883,-50.493068,1148.0,Paraná,Santa Mariana,POINT (4166380.213374907 7382661.34054091)
4186,Fazenda Pacuruxu Airport,small_airport,-21.25638961791992,-51.72888946533203,1181.0,São Paulo,Santa Mercedes,POINT (4028892.441178419 7594464.009222563)
4187,Campo Primavera,small_airport,-23.12116,-53.078492,1250.0,Paraná,Santa Mônica,POINT (3878746.282491671 7371686.028939735)
4188,Santa Quitéria do Maranhão Airport,small_airport,-3.498477,-42.615958,,Maranhão,Santa Quitéria do Maranhão,POINT (5042725.491093244 9613148.842226356)
4189,Clube Estância Ouro Verde Airport,small_airport,-7.046264,-34.912914,249.0,Paraíba,Santa Rita,POINT (5899705.555286403 9219339.3607532)
4190,Condomínio Aeronáutico JW Airport,small_airport,-7.236667,-34.968611,259.0,Paraíba,Santa Rita,POINT (5893509.145317127 9198131.715028644)
4191,Santa Rita de Cássia Airport,small_airport,-10.98927,-44.51572,1503.0,Bahia,Santa Rita de Cássia,POINT (4831372.919212346 8777989.785605252)
4192,Projeto Brasil I Airport,small_airport,-11.408109,-44.659746,1512.0,Bahia,Santa Rita de Cássia,POINT (4815349.719718032 8730794.572040597)
4193,Guatambu Piauí Airstrip,small_airport,-10.598333,-44.388056,2336.0,Bahia,Santa Rita de Cássia,POINT (4845575.811330729 8821979.732181283)
4194,Santa Rita do Araguaia Airport,small_airport,-17.3208,-53.194,2490.0,Goiás,Santa Rita do Araguaia,POINT (3865895.7712840466 8055691.501041614)
4195,Fazenda Santa Vergínia Airport,small_airport,-21.488074,-52.407285,1043.0,Mato Grosso do Sul,Santa Rita Do Pardo,POINT (3953419.4919328857 7566946.031107107)
4196,Fazenda Pontal do Lagoa Airport,small_airport,-20.870000839233,-53.154998779297,1264.0,Mato Grosso do Sul,Santa Rita Do Pardo,POINT (3870234.7402191414 7640259.735396609)
4197,Fazenda Barra do Lagoa Airport,small_airport,-20.872777938843,-53.210834503174,1083.0,Mato Grosso do Sul,Santa Rita Do Pardo,POINT (3864022.896922857 7639931.014600635)
4198,Fazenda Mateira Airport,small_airport,-20.96167,-53.070509,1260.0,Mato Grosso do Sul,Santa Rita Do Pardo,POINT (3879634.4082575953 7629405.752146144)
